title,gender,country,taxType,taxInvestigationCover,isVatInvoiceRequired,isStatementRequired,businessType,contactType,recurring_fees,non_recurring_fees,number_of_associations,met_face_to_face,visited_business_address,is_uk_resident,is_uk_national,known_to_partner,reputable_referral,plausible_wealth_level,identity_verified,evidence_recorded,client_honest_assessment,wealth_plausible,adverse_records,beneficial_owners_verified,other_identity_concerns,risk_score,risk_label
Prof,Male,United Kingdom,Individual,no,yes,yes,Charity,Secondary,35180.95,13881.78,6,no,yes,yes,no,yes,yes,yes,yes,no,yes,no,no,yes,no,58.39,Medium
Dr,Other,United Kingdom,Individual,yes,yes,yes,Limited Company,Both,9659.05,13571.49,3,no,no,yes,yes,yes,yes,no,no,yes,no,yes,yes,yes,no,91.56,High
Mr,Other,United States,Company,no,no,yes,Limited Company,Secondary,15792.74,14580.04,3,no,yes,no,yes,no,no,yes,no,no,no,yes,no,yes,yes,100.0,High
Ms,Other,Russia,Trust,yes,yes,yes,Charity,Both,6778.3,13619.05,5,no,no,yes,no,yes,yes,yes,no,no,no,no,yes,no,no,100.0,High
Dr,Female,India,Partnership,no,no,no,Sole Trader,Secondary,25337.04,19563.66,10,no,no,yes,no,no,yes,no,no,no,yes,yes,yes,yes,yes,100.0,High
Prof,Prefer not to say,Iran,Trust,yes,no,no,Charity,Both,13502.06,2140.23,8,yes,yes,yes,yes,yes,no,no,yes,no,yes,yes,yes,yes,no,79.23,High
Prof,Female,United Kingdom,Trust,yes,yes,no,Sole Trader,Primary,41482.92,19462.6,4,no,no,yes,yes,no,no,no,no,yes,yes,no,no,yes,no,96.07,High
Mrs,Male,United Kingdom,Company,yes,no,yes,LLP,Both,27105.23,17649.55,5,no,yes,yes,no,no,no,yes,yes,yes,no,no,no,no,no,57.44,Medium
Ms,Male,Germany,Company,no,yes,no,Partnership,Both,47988.03,9106.15,7,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,no,yes,yes,100.0,High
Ms,Female,United Kingdom,Company,yes,no,yes,LLP,Primary,6493.24,5790.87,0,no,yes,yes,yes,yes,yes,no,yes,yes,yes,no,yes,no,no,49.95,Medium
Mr,Female,Brazil,Individual,no,no,no,Sole Trader,Both,33383.3,10933.93,10,no,no,no,yes,no,no,no,no,no,no,no,no,yes,yes,100.0,High
Dr,Female,United Kingdom,Company,no,no,yes,Sole Trader,Secondary,17299.9,14156.1,4,no,yes,yes,no,yes,yes,no,yes,yes,no,yes,no,yes,yes,50.24,Medium
Mrs,Male,United States,Partnership,no,yes,yes,LLP,Primary,16652.48,24907.26,5,no,no,yes,no,yes,yes,no,no,yes,no,no,no,no,no,72.36,High
Ms,Female,China,Partnership,no,yes,yes,Sole Trader,Secondary,5135.6,4632.56,4,no,no,yes,no,no,no,yes,no,no,no,no,no,yes,no,100.0,High
Ms,Other,United States,Company,yes,yes,no,Sole Trader,Secondary,24677.06,22973.92,2,no,no,yes,no,yes,no,yes,yes,yes,yes,no,no,no,yes,67.21,Medium
Ms,Prefer not to say,Nigeria,Trust,yes,no,no,Partnership,Primary,13593.37,21383.66,9,no,yes,no,no,no,yes,yes,yes,no,yes,yes,no,no,no,98.24,High
Mr,Prefer not to say,United Kingdom,Partnership,yes,yes,yes,Charity,Both,28054.93,19468.53,0,no,yes,yes,yes,no,yes,yes,yes,yes,yes,no,no,yes,no,45.14,Medium
Mr,Other,United Kingdom,Partnership,yes,yes,yes,Limited Company,Primary,23470.84,9034.62,3,no,no,yes,no,yes,yes,yes,no,yes,yes,no,no,yes,yes,92.58,High
Mrs,Male,United Kingdom,Company,yes,no,yes,Sole Trader,Both,15724.54,10475.89,9,yes,yes,yes,no,yes,no,yes,yes,no,yes,yes,no,yes,yes,70.82,High
Prof,Other,Iran,Company,yes,no,no,Partnership,Both,23582.32,20693.56,7,yes,yes,yes,no,no,yes,yes,yes,yes,no,yes,yes,no,yes,98.28,High
Mrs,Male,United States,Individual,yes,no,no,LLP,Both,19408.61,8237.58,5,yes,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,85.24,High
Dr,Prefer not to say,United Kingdom,Partnership,no,yes,yes,Charity,Both,38972.71,8997.54,8,no,yes,yes,no,yes,yes,yes,no,no,yes,no,no,no,yes,93.26,High
Ms,Prefer not to say,France,Company,no,no,yes,LLP,Secondary,29696.12,3477.23,2,yes,yes,no,yes,no,no,yes,no,no,no,yes,no,yes,no,81.01,High
Mrs,Other,India,Trust,no,no,yes,Partnership,Primary,10217.66,24605.38,9,yes,no,no,no,yes,yes,yes,yes,no,yes,yes,yes,yes,no,91.07,High
Prof,Male,United Kingdom,Trust,yes,yes,yes,Sole Trader,Secondary,42303.23,19480.5,9,no,no,yes,yes,yes,no,no,no,no,yes,yes,no,yes,yes,100.0,High
Prof,Female,Iran,Trust,no,no,no,Limited Company,Both,7913.0,8075.1,5,yes,no,no,no,no,no,no,yes,yes,yes,yes,yes,no,no,100.0,High
Ms,Prefer not to say,Iran,Company,no,yes,no,Charity,Both,33116.9,7441.52,0,no,yes,yes,no,yes,yes,yes,no,no,no,yes,yes,yes,yes,100.0,High
Dr,Female,United States,Company,no,no,yes,Sole Trader,Both,10029.01,23208.53,5,yes,no,no,yes,yes,no,yes,yes,yes,yes,no,yes,no,no,74.24,High
Mrs,Prefer not to say,United Kingdom,Company,no,yes,no,Partnership,Secondary,17334.14,6278.15,2,no,yes,yes,yes,yes,no,no,yes,yes,yes,no,yes,yes,yes,82.09,High
Ms,Prefer not to say,United Kingdom,Individual,no,yes,yes,Partnership,Both,7336.83,10021.5,6,yes,yes,yes,yes,no,no,no,no,no,yes,no,yes,yes,no,100.0,High
Mrs,Prefer not to say,China,Company,yes,yes,no,Limited Company,Secondary,32218.18,22583.63,8,yes,no,no,yes,yes,no,no,yes,yes,yes,no,yes,no,yes,100.0,High
Dr,Female,India,Trust,yes,yes,no,Charity,Primary,38023.62,6113.24,8,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,no,no,74.97,High
Dr,Prefer not to say,North Korea,Company,no,yes,no,Charity,Both,38440.24,5817.59,7,yes,no,yes,yes,no,no,yes,no,yes,no,yes,yes,no,no,100.0,High
Prof,Female,United Kingdom,Partnership,no,yes,yes,Charity,Secondary,5908.84,16688.55,10,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,no,no,yes,no,31.19,Low
Mrs,Male,Germany,Individual,yes,no,yes,Limited Company,Primary,35839.16,10584.87,10,yes,yes,no,yes,yes,no,yes,yes,no,yes,no,no,no,no,68.43,Medium
Ms,Male,Iran,Partnership,no,no,yes,Partnership,Primary,22831.67,13248.55,4,no,yes,no,no,no,no,yes,no,no,no,yes,yes,no,yes,100.0,High
Ms,Male,United Kingdom,Partnership,yes,no,no,Partnership,Secondary,42555.56,24152.67,9,yes,no,yes,yes,yes,yes,yes,yes,no,no,no,no,yes,no,70.61,High
Ms,Female,United Kingdom,Trust,no,yes,yes,LLP,Secondary,31582.66,20360.11,0,yes,no,yes,yes,no,no,yes,no,no,yes,no,no,no,no,100.0,High
Prof,Other,Iran,Individual,yes,yes,yes,Limited Company,Primary,2381.2,22910.76,1,yes,yes,yes,no,no,no,yes,no,yes,yes,no,yes,no,yes,100.0,High
Dr,Male,North Korea,Trust,no,yes,no,Charity,Both,12303.72,519.45,3,yes,yes,no,yes,no,yes,yes,yes,yes,no,yes,no,no,no,48.21,Medium
Ms,Female,Nigeria,Trust,no,yes,yes,Limited Company,Primary,3326.98,13768.27,3,no,no,no,no,no,yes,yes,yes,no,no,yes,no,yes,no,95.75,High
Mrs,Male,China,Partnership,yes,no,yes,Limited Company,Secondary,3983.85,5351.12,2,no,no,yes,yes,yes,yes,yes,no,yes,yes,yes,no,yes,yes,100.0,High
Dr,Male,United Kingdom,Company,no,no,no,LLP,Primary,38775.1,7288.23,9,yes,no,yes,no,yes,yes,yes,yes,yes,no,no,no,no,no,27.77,Low
Mrs,Other,China,Partnership,yes,no,yes,Charity,Secondary,21309.71,23275.46,8,no,yes,no,yes,no,yes,no,yes,yes,yes,no,no,yes,no,70.37,High
Mr,Female,Nigeria,Trust,yes,yes,yes,Partnership,Primary,16217.9,23272.52,4,yes,no,no,yes,yes,no,no,yes,no,no,no,yes,no,yes,100.0,High
Mrs,Prefer not to say,United Kingdom,Trust,no,yes,no,LLP,Both,19768.35,23937.15,2,yes,yes,yes,yes,no,no,yes,no,yes,yes,no,yes,yes,yes,100.0,High
Mrs,Male,India,Individual,no,yes,yes,Sole Trader,Secondary,10084.55,18793.89,3,no,no,no,no,no,no,yes,yes,yes,yes,yes,no,yes,yes,81.01,High
Mr,Male,United Kingdom,Individual,yes,yes,no,Partnership,Secondary,15143.46,8229.32,1,yes,no,yes,yes,no,no,no,no,yes,no,yes,no,no,no,98.65,High
Dr,Prefer not to say,Mexico,Individual,yes,yes,no,Limited Company,Both,18066.41,22032.5,0,yes,yes,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,62.02,Medium
Prof,Male,Iran,Company,yes,yes,yes,LLP,Primary,7456.27,19686.82,6,no,no,yes,no,yes,yes,no,yes,no,yes,yes,yes,no,no,86.91,High
Dr,Prefer not to say,United Kingdom,Individual,no,yes,yes,Sole Trader,Primary,27288.91,2457.14,2,yes,no,yes,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,76.07,High
Dr,Other,United States,Partnership,yes,yes,yes,Limited Company,Secondary,35116.53,9897.87,7,yes,no,no,yes,yes,no,no,yes,no,no,no,yes,yes,no,90.37,High
Mr,Prefer not to say,China,Partnership,no,no,no,Sole Trader,Secondary,47456.24,3435.22,7,yes,no,no,yes,yes,no,no,no,no,yes,yes,no,no,no,100.0,High
Dr,Prefer not to say,United Kingdom,Partnership,no,yes,no,Sole Trader,Both,4529.98,6326.1,0,no,no,yes,no,no,yes,yes,no,no,yes,no,yes,yes,no,98.96,High
Dr,Other,China,Trust,no,no,yes,LLP,Primary,49855.38,1984.91,0,yes,yes,no,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,53.86,Medium
Mrs,Female,United Kingdom,Trust,yes,yes,yes,Limited Company,Primary,1643.66,16626.53,7,yes,no,yes,yes,no,yes,no,yes,yes,no,no,yes,no,yes,90.49,High
Dr,Prefer not to say,Germany,Partnership,yes,no,no,Sole Trader,Secondary,4270.03,21945.86,4,no,yes,no,yes,yes,no,no,yes,yes,no,no,yes,no,yes,85.83,High
Mr,Male,United Kingdom,Company,no,no,no,Charity,Primary,6267.57,1679.42,9,yes,yes,yes,yes,no,no,yes,yes,no,no,yes,yes,yes,yes,85.46,High
Prof,Prefer not to say,United Kingdom,Company,yes,yes,yes,LLP,Primary,33144.18,19164.77,5,yes,no,yes,no,no,no,no,yes,yes,no,yes,yes,no,yes,91.78,High
Prof,Other,United Kingdom,Trust,yes,yes,no,Charity,Secondary,23984.34,22176.69,10,yes,no,yes,no,no,no,no,yes,no,yes,yes,no,no,yes,86.14,High
Mr,Female,France,Individual,no,no,yes,Partnership,Secondary,6650.35,17636.69,5,no,yes,no,yes,yes,no,yes,no,yes,no,yes,no,yes,no,86.74,High
Ms,Other,United Kingdom,Company,no,no,yes,Limited Company,Both,41549.76,19985.89,9,yes,yes,yes,no,yes,yes,no,yes,no,yes,yes,yes,no,no,79.98,High
Dr,Male,United Kingdom,Individual,no,no,yes,Limited Company,Secondary,29980.66,2734.31,5,yes,no,yes,no,yes,no,no,yes,no,no,yes,yes,yes,yes,93.75,High
Prof,Male,United Kingdom,Partnership,yes,yes,no,Partnership,Both,49634.9,24942.13,6,no,yes,yes,no,yes,yes,yes,yes,no,no,no,no,yes,no,74.21,High
Dr,Other,United Kingdom,Partnership,no,yes,yes,Limited Company,Primary,34011.04,17110.28,5,yes,no,yes,no,no,yes,no,no,no,yes,no,no,yes,yes,100.0,High
Dr,Female,Turkey,Individual,no,yes,no,Sole Trader,Primary,5900.38,12228.9,3,no,yes,yes,no,no,no,no,yes,yes,no,yes,no,no,no,65.29,Medium
Prof,Female,United Kingdom,Partnership,no,no,no,Partnership,Secondary,34659.84,8784.36,1,no,yes,yes,no,yes,yes,yes,no,yes,no,yes,yes,no,no,93.04,High
Ms,Female,United Kingdom,Individual,no,yes,no,Sole Trader,Primary,8571.05,2749.18,5,no,no,yes,no,yes,yes,yes,no,yes,no,no,yes,no,yes,83.15,High
Dr,Other,United Kingdom,Partnership,yes,yes,no,Charity,Primary,14485.38,12444.26,9,yes,yes,yes,yes,no,no,no,no,yes,yes,no,no,no,yes,87.53,High
Prof,Female,United States,Individual,no,no,no,Partnership,Primary,30162.33,11252.71,10,no,no,no,yes,yes,no,yes,yes,no,yes,no,yes,no,yes,100.0,High
Mrs,Other,Germany,Company,no,no,yes,LLP,Secondary,15444.91,18051.22,6,yes,no,yes,no,no,yes,yes,no,yes,yes,no,yes,no,no,98.86,High
Dr,Other,United Kingdom,Individual,yes,yes,yes,Limited Company,Primary,38511.91,24441.22,0,yes,no,yes,yes,yes,yes,no,yes,yes,no,yes,no,no,no,52.48,Medium
Prof,Prefer not to say,United Kingdom,Company,no,no,no,Sole Trader,Secondary,48714.78,19258.57,5,yes,no,yes,yes,no,no,no,yes,no,no,no,yes,no,no,100.0,High
Mr,Prefer not to say,United States,Partnership,yes,no,yes,Partnership,Secondary,5420.41,3984.61,8,no,yes,no,yes,no,no,yes,yes,yes,yes,no,yes,yes,no,82.38,High
Ms,Female,India,Company,no,yes,yes,LLP,Secondary,43479.86,5261.76,3,yes,yes,no,no,yes,yes,no,yes,yes,yes,yes,yes,yes,no,54.04,Medium
Ms,Prefer not to say,United States,Individual,yes,no,yes,Sole Trader,Primary,17171.09,5057.88,6,no,no,yes,yes,no,no,no,no,no,no,yes,yes,yes,no,100.0,High
Prof,Other,United Kingdom,Company,yes,yes,no,Limited Company,Primary,5695.19,22838.04,1,no,yes,yes,no,no,no,no,no,yes,yes,no,yes,no,yes,100.0,High
Dr,Prefer not to say,United Kingdom,Trust,yes,yes,no,Partnership,Primary,18551.26,13386.17,5,no,no,yes,yes,no,yes,yes,yes,yes,no,yes,yes,no,no,71.58,High
Mrs,Female,United Kingdom,Trust,no,yes,no,LLP,Secondary,37347.56,19821.28,9,yes,yes,yes,yes,yes,yes,no,no,yes,no,yes,yes,no,yes,85.62,High
Ms,Female,Brazil,Individual,yes,no,yes,Partnership,Primary,24770.78,18456.53,1,no,yes,no,no,yes,yes,yes,no,no,no,no,no,no,no,99.24,High
Ms,Female,Pakistan,Partnership,yes,no,no,Limited Company,Secondary,4761.7,3912.52,7,yes,no,yes,no,no,yes,no,yes,yes,yes,no,no,no,no,58.81,Medium
Ms,Female,United Kingdom,Individual,no,yes,yes,Limited Company,Secondary,40100.72,4697.85,6,no,no,yes,yes,no,yes,no,no,yes,yes,yes,no,yes,no,88.41,High
Dr,Other,Germany,Trust,no,yes,no,Charity,Secondary,47588.57,21279.31,5,yes,yes,yes,no,no,yes,yes,yes,yes,yes,yes,yes,no,no,68.55,Medium
Dr,Other,United States,Individual,no,no,no,Charity,Both,29246.24,20031.12,9,no,no,no,yes,yes,yes,yes,yes,yes,yes,no,no,no,yes,61.94,Medium
Dr,Female,Nigeria,Partnership,no,yes,no,Sole Trader,Both,29311.11,24196.7,7,no,no,yes,yes,yes,yes,yes,yes,no,no,no,no,yes,no,70.7,High
Prof,Other,United Kingdom,Company,yes,yes,no,Partnership,Secondary,13776.24,12423.64,6,yes,yes,yes,yes,no,no,yes,no,yes,yes,yes,no,yes,yes,95.02,High
Mrs,Other,United Kingdom,Company,yes,no,no,Partnership,Both,41379.98,2226.08,4,yes,no,yes,yes,no,yes,yes,yes,no,yes,yes,no,no,no,77.82,High
Prof,Female,United Kingdom,Company,no,no,no,Partnership,Secondary,10152.52,9536.9,6,yes,yes,yes,no,yes,no,no,yes,no,yes,no,yes,no,no,83.97,High
Mr,Male,United Kingdom,Individual,no,no,no,Charity,Both,5294.95,1141.17,9,yes,no,yes,yes,yes,no,yes,yes,yes,yes,no,yes,no,no,50.53,Medium
Prof,Prefer not to say,North Korea,Trust,no,no,no,Sole Trader,Primary,23122.6,22260.76,8,no,yes,no,yes,yes,yes,yes,no,yes,no,no,yes,yes,no,100.0,High
Ms,Prefer not to say,Brazil,Company,yes,yes,yes,Partnership,Secondary,30494.19,4638.7,6,no,yes,no,yes,yes,no,no,yes,no,no,yes,yes,no,yes,100.0,High
Prof,Prefer not to say,China,Company,no,yes,yes,Sole Trader,Primary,5802.43,14955.83,3,no,yes,no,no,yes,yes,no,yes,no,no,no,yes,yes,no,87.24,High
Ms,Prefer not to say,France,Company,yes,yes,no,Sole Trader,Primary,34588.99,12044.98,7,yes,no,yes,no,no,no,yes,yes,yes,yes,no,no,no,yes,84.41,High
Ms,Female,United States,Partnership,no,yes,no,Limited Company,Both,18699.24,3837.88,8,no,no,yes,yes,yes,no,no,yes,no,no,yes,yes,no,yes,99.59,High
Mrs,Other,United Kingdom,Partnership,no,yes,yes,Partnership,Both,42874.64,17456.56,3,no,yes,yes,no,no,yes,yes,no,no,no,yes,yes,no,yes,100.0,High
Dr,Male,United Kingdom,Partnership,yes,yes,no,Charity,Secondary,39082.52,18392.73,6,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no,yes,yes,80.83,High
Mrs,Male,Turkey,Trust,yes,yes,yes,Limited Company,Both,48302.05,4746.61,0,yes,no,yes,yes,no,yes,yes,yes,yes,no,no,no,no,yes,82.01,High
Prof,Male,Mexico,Trust,yes,yes,yes,Sole Trader,Secondary,3603.26,9152.97,5,yes,no,yes,yes,no,yes,yes,yes,no,yes,no,no,yes,no,70.58,High
Prof,Male,United States,Partnership,yes,yes,yes,Limited Company,Both,46931.77,9536.8,0,yes,yes,yes,no,yes,yes,no,no,no,no,no,yes,no,no,100.0,High
Mr,Prefer not to say,United Kingdom,Company,no,yes,yes,Charity,Both,13847.47,13854.77,7,no,yes,yes,yes,yes,no,yes,yes,yes,no,yes,yes,no,no,67.28,Medium
Dr,Other,Turkey,Company,yes,yes,no,LLP,Secondary,11438.64,8422.38,8,yes,yes,yes,no,yes,no,yes,yes,no,no,yes,yes,yes,no,84.84,High
Prof,Other,North Korea,Individual,yes,yes,no,Sole Trader,Secondary,7784.63,5333.86,4,yes,no,yes,no,no,yes,no,yes,yes,yes,no,no,no,no,64.47,Medium
Mrs,Prefer not to say,United States,Individual,no,yes,no,Partnership,Both,16813.63,23435.69,4,no,no,no,yes,yes,yes,yes,yes,no,yes,yes,yes,no,no,85.51,High
Prof,Female,United Kingdom,Trust,no,yes,yes,Limited Company,Both,27609.48,1122.31,0,yes,yes,yes,no,no,yes,no,no,no,no,yes,no,yes,no,83.68,High
Mrs,Prefer not to say,United Kingdom,Partnership,no,no,yes,Charity,Primary,23038.67,3892.02,6,no,yes,yes,yes,no,yes,yes,yes,yes,no,yes,yes,no,yes,66.01,Medium
Dr,Other,France,Trust,no,yes,no,LLP,Primary,19284.67,23405.12,7,yes,no,yes,yes,no,no,yes,no,yes,yes,no,yes,no,yes,100.0,High
Dr,Prefer not to say,United Kingdom,Partnership,yes,yes,yes,Sole Trader,Both,49031.09,13960.26,9,no,no,yes,yes,no,yes,yes,yes,yes,no,yes,no,no,no,59.84,Medium
Dr,Female,United Kingdom,Partnership,yes,no,no,Sole Trader,Both,44252.41,16526.69,6,no,no,yes,no,no,no,no,yes,no,yes,no,no,yes,yes,96.4,High
Prof,Female,North Korea,Individual,yes,yes,no,Sole Trader,Secondary,14752.44,1959.73,1,yes,no,yes,yes,yes,no,yes,yes,yes,no,no,no,no,yes,74.2,High
Mr,Female,Germany,Company,yes,yes,yes,Charity,Secondary,22726.54,19916.53,7,no,yes,no,yes,no,yes,no,yes,no,yes,no,no,yes,no,73.64,High
Dr,Male,China,Company,no,no,no,Sole Trader,Secondary,12272.05,20079.95,4,no,no,no,no,yes,yes,yes,yes,no,yes,no,yes,yes,no,87.61,High
Dr,Male,United Kingdom,Trust,yes,no,yes,Charity,Primary,24006.79,7383.82,6,yes,no,yes,no,no,yes,no,no,no,no,no,yes,yes,yes,100.0,High
Prof,Female,Iran,Partnership,no,yes,no,LLP,Both,27312.9,23571.94,1,yes,no,yes,no,no,no,no,no,no,no,yes,yes,no,no,100.0,High
Mrs,Female,China,Trust,no,no,no,Charity,Secondary,8670.46,13971.04,0,yes,no,yes,yes,no,no,yes,yes,no,yes,yes,no,yes,no,91.27,High
Ms,Male,United Kingdom,Trust,yes,no,no,LLP,Both,8434.75,1925.26,5,no,yes,yes,no,no,no,yes,no,no,yes,yes,yes,no,no,100.0,High
Prof,Prefer not to say,Nigeria,Individual,no,yes,yes,LLP,Primary,29695.65,24010.07,9,yes,yes,yes,yes,yes,no,no,yes,yes,yes,yes,yes,yes,no,79.78,High
Ms,Female,United Kingdom,Individual,yes,no,yes,Charity,Secondary,49494.68,18971.11,4,no,yes,yes,yes,yes,no,yes,no,no,no,no,no,no,yes,100.0,High
Prof,Other,Pakistan,Trust,yes,yes,yes,LLP,Both,26748.56,16493.09,4,yes,yes,no,no,no,no,yes,yes,no,no,yes,no,no,no,72.37,High
Mr,Prefer not to say,United Kingdom,Company,yes,yes,no,Charity,Primary,9860.07,3635.85,4,yes,no,yes,yes,yes,no,yes,no,yes,yes,no,yes,yes,yes,95.23,High
Mr,Other,China,Partnership,no,yes,yes,Partnership,Both,4242.03,1686.42,5,yes,yes,yes,no,no,no,yes,yes,yes,no,yes,no,yes,no,67.89,Medium
Ms,Male,China,Individual,yes,yes,no,LLP,Both,30984.39,18492.82,2,no,yes,yes,no,no,yes,yes,yes,yes,yes,no,yes,yes,no,85.43,High
Dr,Prefer not to say,United Kingdom,Trust,yes,no,no,Limited Company,Primary,25338.64,13342.81,10,yes,yes,yes,no,yes,no,no,no,no,no,no,no,no,yes,100.0,High
Dr,Male,United Kingdom,Trust,yes,yes,yes,LLP,Secondary,10338.32,6873.12,9,yes,yes,yes,no,yes,no,yes,yes,yes,yes,no,yes,yes,yes,64.4,Medium
Mr,Male,China,Company,yes,no,no,Partnership,Primary,34461.13,587.46,3,yes,no,yes,yes,yes,no,yes,yes,yes,no,yes,yes,yes,no,87.78,High
Ms,Other,United Kingdom,Company,yes,yes,yes,Limited Company,Secondary,18158.32,2018.08,1,yes,no,yes,yes,no,yes,no,no,no,yes,no,yes,yes,no,100.0,High
Ms,Prefer not to say,Germany,Trust,yes,yes,no,Partnership,Secondary,25789.58,8152.46,0,yes,no,no,no,yes,yes,no,no,no,yes,no,no,yes,no,91.88,High
Prof,Prefer not to say,United Kingdom,Partnership,no,no,yes,Sole Trader,Secondary,3029.41,19788.27,2,yes,no,yes,yes,yes,yes,yes,yes,no,yes,no,yes,yes,no,72.58,High
Mrs,Other,United Kingdom,Partnership,yes,yes,yes,Sole Trader,Secondary,26769.5,6464.37,1,yes,yes,yes,yes,no,yes,yes,yes,no,no,no,yes,yes,yes,73.28,High
Mrs,Other,United Kingdom,Partnership,yes,no,no,Charity,Secondary,32560.95,6271.8,3,yes,no,yes,no,no,no,yes,yes,no,no,no,yes,no,no,77.16,High
Mrs,Prefer not to say,United States,Individual,yes,no,yes,Limited Company,Secondary,48542.0,7321.25,1,no,yes,yes,yes,yes,no,no,no,no,yes,yes,yes,yes,no,100.0,High
Ms,Prefer not to say,United States,Company,yes,no,no,Sole Trader,Both,35961.64,16662.87,9,no,no,yes,no,yes,yes,yes,no,no,yes,no,yes,yes,no,97.19,High
Dr,Other,France,Trust,no,no,yes,Limited Company,Both,34042.75,9624.57,5,no,no,no,yes,yes,no,no,yes,yes,no,yes,no,yes,yes,81.52,High
Ms,Other,United Kingdom,Individual,no,yes,yes,Sole Trader,Primary,13008.5,11198.38,6,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,100.0,High
Ms,Other,France,Individual,yes,yes,no,Limited Company,Both,47953.06,2834.67,7,no,no,no,yes,yes,no,no,yes,yes,yes,yes,yes,yes,no,84.82,High
Mrs,Male,Turkey,Partnership,yes,yes,no,Sole Trader,Both,49911.54,23617.33,2,no,yes,yes,no,no,no,yes,yes,yes,no,yes,yes,yes,yes,100.0,High
Ms,Female,Pakistan,Company,no,yes,yes,Partnership,Secondary,1353.41,3590.62,2,yes,no,yes,yes,yes,no,yes,no,no,yes,no,yes,no,no,100.0,High
Ms,Male,Turkey,Individual,no,yes,yes,Sole Trader,Primary,42211.81,16696.34,4,yes,no,yes,yes,yes,no,yes,yes,no,no,no,yes,no,no,99.1,High
Ms,Other,United Kingdom,Company,yes,no,no,LLP,Secondary,42905.06,18985.67,2,no,no,yes,yes,no,yes,no,no,yes,no,yes,no,yes,no,89.45,High
Mrs,Female,India,Partnership,yes,no,no,Limited Company,Primary,10077.62,20683.7,7,yes,no,yes,no,no,no,yes,yes,no,yes,no,no,no,yes,100.0,High
Mrs,Male,United Kingdom,Company,yes,yes,yes,Charity,Secondary,37450.86,5125.25,9,yes,no,yes,no,no,no,no,yes,no,yes,yes,yes,yes,yes,91.71,High
Ms,Other,North Korea,Company,no,no,no,Charity,Secondary,49043.25,13734.71,1,no,no,yes,no,no,yes,no,yes,yes,no,yes,no,yes,yes,99.94,High
Dr,Male,United Kingdom,Individual,no,no,yes,Charity,Both,2332.79,1820.04,3,no,yes,yes,yes,yes,no,yes,no,no,yes,no,yes,no,yes,100.0,High
Dr,Other,United Kingdom,Company,yes,yes,yes,Charity,Primary,32848.2,6131.63,4,no,yes,yes,no,no,yes,yes,yes,yes,yes,no,no,yes,yes,50.83,Medium
Prof,Female,United Kingdom,Individual,yes,yes,yes,Limited Company,Primary,30179.24,3190.6,7,no,yes,yes,yes,no,no,yes,no,no,no,no,yes,no,yes,100.0,High
Mrs,Other,United Kingdom,Individual,no,yes,yes,Charity,Secondary,22946.43,24670.95,10,no,no,yes,no,yes,no,yes,no,yes,yes,no,yes,yes,no,86.0,High
Dr,Male,India,Partnership,no,no,no,Limited Company,Primary,38281.31,14161.28,4,no,yes,yes,yes,no,no,no,no,no,yes,yes,yes,yes,yes,100.0,High
Mr,Male,United Kingdom,Partnership,yes,yes,no,LLP,Primary,12583.72,23162.8,10,no,yes,yes,yes,no,no,no,no,yes,yes,no,yes,no,no,100.0,High
Prof,Other,United Kingdom,Individual,yes,no,yes,LLP,Both,21590.6,23162.81,2,no,no,yes,yes,no,yes,no,no,yes,yes,no,no,yes,no,75.88,High
Mr,Other,United Kingdom,Trust,no,yes,yes,Limited Company,Primary,8264.67,8270.63,3,no,no,yes,yes,yes,no,yes,yes,no,no,yes,no,no,yes,92.66,High
Mr,Other,North Korea,Individual,yes,yes,yes,Partnership,Primary,34028.3,10226.16,9,no,yes,no,no,no,yes,yes,no,no,no,no,yes,yes,yes,100.0,High
Ms,Male,United Kingdom,Trust,yes,no,yes,Sole Trader,Secondary,29950.18,11356.21,9,no,yes,yes,yes,yes,no,no,yes,no,yes,no,no,no,no,65.78,Medium
Dr,Prefer not to say,United Kingdom,Partnership,yes,no,no,Partnership,Both,38651.01,10705.86,5,no,no,yes,yes,no,yes,yes,yes,no,no,yes,no,no,yes,86.34,High
Ms,Prefer not to say,Pakistan,Partnership,yes,yes,no,Partnership,Primary,44465.31,16838.73,3,no,no,yes,no,no,yes,yes,yes,no,no,yes,yes,yes,no,100.0,High
Ms,Female,Germany,Partnership,yes,no,yes,Charity,Secondary,39201.14,3209.44,1,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,no,50.73,Medium
Mrs,Female,Germany,Trust,no,yes,yes,LLP,Both,11019.75,9624.53,10,no,no,yes,yes,no,yes,yes,no,no,yes,yes,no,no,yes,100.0,High
Dr,Male,Turkey,Individual,yes,no,no,Partnership,Both,42293.33,10276.02,2,yes,yes,yes,no,yes,yes,no,no,yes,yes,yes,no,no,yes,95.01,High
